user_id,age,gender,session_id,timestamp,product_id,interaction_type,category,subcategory,brand,color,size,price,location,purchase_amount,product_url,description
4,14,female,sess_010,2022-08-27 11:45:00,p_170,add_to_cart,clothing,pants,ThreadFlex,blue,XS,40,germany,0,https://example.com/p_170,Comfortable blue pants for a relaxed look.
5,30,female,sess_010,2022-08-26 15:20:00,p_171,add_to_cart,accessories,watches,TimeLux,rose gold,One Size,130,france,0,https://example.com/p_171,Elegant rose gold watch for a sophisticated look.
1,20,female,sess_010,2022-08-25 14:20:00,p_172,add_to_cart,clothing,skirts,FashionFusion,white,S,35,new york,0,https://example.com/p_172,Elegant white skirt for a feminine touch.
2,24,female,sess_010,2022-08-26 09:30:00,p_173,add_to_cart,accessories,sunglasses,ShadeMaster,brown,One Size,40,america,0,https://example.com/p_173,Stylish brown sunglasses for a chic look.
3,20,male,sess_010,2022-08-25 16:10:00,p_174,add_to_cart,clothing,shirts,StyleLane,gray,M,25,india,0,https://example.com/p_174,Comfortable gray shirt for everyday wear.
4,14,female,sess_010,2022-08-27 11:45:00,p_175,add_to_cart,footwear,boots,StyleCraze,black,8,80,germany,0,https://example.com/p_175,Stylish black boots for a trendy look.
5,30,female,sess_010,2022-08-26 15:20:00,p_176,add_to_cart,clothing,dresses,ElegantTrends,blue,XS,65,france,0,https://example.com/p_176,Chic blue dress for a fashionable look.
1,20,female,sess_010,2022-08-25 14:20:00,p_177,add_to_cart,footwear,sandals,BeachLife,black,7,45,new york,0,https://example.com/p_177,Comfortable black sandals for casual outings.
2,24,female,sess_010,2022-08-26 09:30:00,p_178,add_to_cart,accessories,scarves,CozyWraps,pink,One Size,15,america,0,https://example.com/p_178,Soft pink scarf for a touch of elegance.
3,20,male,sess_010,2022-08-25 16:10:00,p_179,add_to_cart,clothing,shirts,StyleLane,white,L,30,india,0,https://example.com/p_179,Classic white shirt for a clean look.
4,14,female,sess_010,2022-08-27 11:45:00,p_180,add_to_cart,clothing,pants,ThreadFlex,gray,M,50,germany,0,https://example.com/p_180,Comfortable gray pants for a relaxed style.
5,30,female,sess_010,2022-08-26 15:20:00,p_181,add_to_cart,clothing,jackets,StyleCraze,black,XS,70,france,0,https://example.com/p_181,Chic black jacket for a fashionable look.
1,20,female,sess_010,2022-08-25 14:20:00,p_182,add_to_cart,footwear,flats,ComfyFeet,black,8,50,new york,0,https://example.com/p_182,Comfortable black flats for everyday wear.
2,24,female,sess_010,2022-08-26 09:30:00,p_183,add_to_cart,accessories,belts,FashionLoop,black,One Size,30,america,0,https://example.com/p_183,Classic black belt for versatile styling.
3,20,male,sess_010,2022-08-25 16:10:00,p_184,add_to_cart,clothing,pants,ThreadFlex,khaki,L,40,india,0,https://example.com/p_184,Classic khaki pants for a timeless look.
4,14,female,sess_010,2022-08-27 11:45:00,p_185,add_to_cart,clothing,dresses,ElegantTrends,green,S,80,germany,0,https://example.com/p_185,Chic green dress for a stylish statement.
5,30,female,sess_010,2022-08-26 15:20:00,p_186,add_to_cart,accessories,wallets,ChicCarry,black,One Size,40,france,0,https://example.com/p_186,Stylish black wallet for your essentials.
1,20,female,sess_010,2022-08-25 14:20:00,p_187,add_to_cart,clothing,shirts,StyleCraze,blue,XS,25,new york,0,https://example.com/p_187,Casual blue shirt for a relaxed look.
2,24,female,sess_010,2022-08-26 09:30:00,p_188,add_to_cart,accessories,scarves,CozyWraps,white,One Size,20,america,0,https://example.com/p_188,Soft white scarf for added warmth.
3,20,male,sess_010,2022-08-25 16:10:00,p_189,add_to_cart,clothing,pants,ThreadFlex,black,M,40,india,0,https://example.com/p_189,Classic black pants for versatile styling.
4,14,female,sess_010,2022-08-27 11:45:00,p_190,add_to_cart,clothing,skirts,FashionFusion,blue,S,30,germany,0,https://example.com/p_190,Chic blue skirt for a trendy look.
5,30,female,sess_010,2022-08-26 15:20:00,p_191,add_to_cart,footwear,sneakers,SportKick,black,7,85,france,0,https://example.com/p_191,Stylish black sneakers for casual wear.
1,20,female,sess_010,2022-08-25 15:00:00,p_137,purchase,footwear,sneakers,SportKick,white,7,85,new york,85,https://example.com/p_137,Ordered the clean white sneakers.
2,24,female,sess_010,2022-08-26 11:30:00,p_138,purchase,accessories,bags,ChicCarry,black,One Size,70,america,70,https://example.com/p_138,Ordered the stylish black bag.
3,20,male,sess_010,2022-08-25 17:50:00,p_139,purchase,clothing,shirts,StyleLane,blue,L,35,india,35,https://example.com/p_139,Ordered the casual blue shirt.
4,14,female,sess_010,2022-08-27 14:20:00,p_140,purchase,clothing,pants,ThreadFlex,black,S,60,germany,60,https://example.com/p_140,Ordered the comfortable black pants.
5,30,female,sess_010,2022-08-26 18:10:00,p_141,purchase,clothing,dresses,ElegantTrends,white,XS,75,france,75,https://example.com/p_141,Ordered the elegant white dress.
6,20,female,sess_011,2022-08-28 09:25:00,p_142,purchase,footwear,loafers,ClassicStep,brown,9,55,canada,55,https://example.com/p_142,Ordered the classic brown loafers.
7,29,female,sess_011,2022-08-29 16:40:00,p_143,purchase,accessories,necklaces,CharmGlow,silver,One Size,45,australia,45,https://example.com/p_143,Ordered the charming silver necklace.
5,30,female,sess_015,2022-08-26 16:45:00,p_155,view,footwear,boots,FootFlex,black,9,120,france,0,https://example.com/p_155,Stylish black boots for a trendy look.
5,30,female,sess_015,2022-08-26 17:00:00,p_156,view,accessories,sunglasses,SunShade,blue,One Size,50,france,0,https://example.com/p_156,Chic blue sunglasses to shield your eyes.
1,20,female,sess_011,2022-08-26 10:00:00,p_142,view,clothing,shirts,StyleCraze,blue,M,25,new york,0,https://example.com/p_142,Classic blue shirt for a versatile outfit.
1,20,female,sess_011,2022-08-26 10:15:00,p_143,view,clothing,pants,ElegantTrends,black,L,50,new york,0,https://example.com/p_143,Stylish black pants for a polished look.
1,20,female,sess_011,2022-08-26 10:30:00,p_144,view,clothing,dresses,FashionFusion,red,S,60,new york,0,https://example.com/p_144,Elegant red dress for a special occasion.
2,24,female,sess_012,2022-08-27 08:45:00,p_145,view,footwear,sandals,BeachLife,brown,10,40,america,0,https://example.com/p_145,Comfortable brown sandals for a relaxed look.
2,24,female,sess_012,2022-08-27 09:00:00,p_146,view,footwear,shoes,FootFlex,black,9,75,america,0,https://example.com/p_146,Stylish black shoes for a sophisticated look.
3,20,male,sess_013,2022-08-28 14:20:00,p_147,view,clothing,jeans,DenimDelight,blue,M,70,india,0,https://example.com/p_147,Classic blue jeans for everyday comfort.
3,20,male,sess_013,2022-08-28 14:45:00,p_148,view,clothing,shorts,ActiveGear,black,L,45,india,0,https://example.com/p_148,Black athletic shorts for your workouts.
3,20,male,sess_013,2022-08-28 15:00:00,p_149,view,clothing,t-shirts,SportStyle,gray,M,30,india,0,https://example.com/p_149,Comfortable gray t-shirt with a sporty design.
4,14,female,sess_014,2022-08-29 11:30:00,p_150,view,accessories,jewelry,GlamGlow,gold,One Size,55,germany,0,https://example.com/p_150,Elegant gold jewelry for a touch of glam.
4,14,female,sess_014,2022-08-29 12:00:00,p_151,view,accessories,hats,StyleSense,white,One Size,25,germany,0,https://example.com/p_151,Chic white hat for sun protection.
4,14,female,sess_014,2022-08-29 12:30:00,p_152,view,accessories,scarves,FashionFrost,blue,One Size,35,germany,0,https://example.com/p_152,Light blue scarf to accessorize your look.
5,30,female,sess_015,2022-08-30 09:15:00,p_153,view,footwear,heels,Elegance,red,8,90,france,0,https://example.com/p_153,Red high heels for a stylish appearance.
5,30,female,sess_015,2022-08-30 09:30:00,p_154,view,footwear,sneakers,SportFlex,gray,7,65,france,0,https://example.com/p_154,Gray sneakers with flexible sole for comfort.
1,20,female,sess_011,2022-08-31 16:20:00,p_155,view,clothing,skirts,StyleFusion,green,S,40,new york,0,https://example.com/p_155,Elegant green skirt for versatile styling.
1,20,female,sess_011,2022-08-31 16:45:00,p_156,view,clothing,blouses,ChicCharms,white,M,50,new york,0,https://example.com/p_156,White blouse with charming details.
1,20,female,sess_011,2022-08-31 17:00:00,p_157,view,clothing,sweaters,CozyKnits,pink,S,55,new york,0,https://example.com/p_157,Soft pink sweater for cozy days.
2,24,female,sess_012,2022-09-01 11:10:00,p_158,view,footwear,loafers,ClassicStep,brown,9,55,america,0,https://example.com/p_158,Classic brown loafers for timeless style.
2,24,female,sess_012,2022-09-01 11:30:00,p_159,view,footwear,boots,AdventureTrek,black,8,85,america,0,https://example.com/p_159,Durable black boots for outdoor adventures.
3,20,male,sess_013,2022-09-02 14:00:00,p_160,view,clothing,jackets,StreetStyle,gray,L,80,india,0,https://example.com/p_160,Stylish gray jacket for urban fashion.
3,20,male,sess_013,2022-09-02 14:30:00,p_161,view,clothing,suits,FormalEdge,black,M,150,india,0,https://example.com/p_161,Classic black suit for formal occasions.
3,20,male,sess_013,2022-09-02 14:45:00,p_162,view,clothing,blazers,UrbanChic,navy,M,70,india,0,https://example.com/p_162,Navy blazer for a sophisticated look.
4,14,female,sess_014,2022-09-03 10:20:00,p_163,view,footwear,flats,EverydayComfort,beige,6,50,germany,0,https://example.com/p_163,Beige flats for all-day comfort.
4,14,female,sess_014,2022-09-03 10:45:00,p_164,view,footwear,heels,Elegance,black,7,90,germany,0,https://example.com/p_164,Black high heels for a touch of elegance.
5,30,female,sess_015,2022-09-04 13:15:00,p_165,view,accessories,watches,TimelessCharms,silver,One Size,60,france,0,https://example.com/p_165,Elegant silver watch for a timeless look.
5,30,female,sess_015,2022-09-04 13:30:00,p_166,view,accessories,rings,DelicateGems,gold,One Size,45,france,0,https://example.com/p_166,Gold ring with delicate gemstones.
1,20,female,sess_011,2022-09-05 10:10:00,p_167,view,footwear,sandals,BeachLife,blue,8,40,new york,0,https://example.com/p_167,Blue sandals for a beachy vibe.
1,20,female,sess_011,2022-09-05 10:30:00,p_168,view,footwear,sneakers,SportFlex,white,7,70,new york,0,https://example.com/p_168,White sneakers with flexible design.
2,24,female,sess_012,2022-09-06 09:00:00,p_169,view,clothing,t-shirts,GraphicTrend,black,M,25,america,0,https://example.com/p_169,Black t-shirt with trendy graphic.
2,24,female,sess_012,2022-09-06 09:15:00,p_170,view,clothing,jeans,DenimDelight,gray,S,60,america,0,https://example.com/p_170,Gray jeans for a stylish casual look.
3,20,male,sess_013,2022-09-07 12:20:00,p_171,view,footwear,boots,AdventureTrek,brown,10,85,india,0,https://example.com/p_171,Brown boots for outdoor exploration.
3,20,male,sess_013,2022-09-07 12:45:00,p_172,view,footwear,shoes,FootFlex,brown,9,75,india,0,https://example.com/p_172,Brown shoes with comfortable design.
4,14,female,sess_014,2022-09-08 15:10:00,p_173,view,clothing,skirts,FloralCharm,pink,M,45,germany,0,https://example.com/p_173,Pink floral skirt for a feminine touch.
4,14,female,sess_014,2022-09-08 15:30:00,p_174,view,clothing,sweaters,CozyKnits,beige,S,55,germany,0,https://example.com/p_174,Beige sweater for a cozy ensemble.
5,30,female,sess_015,2022-09-09 11:15:00,p_175,view,clothing,blouses,ChicCharms,blue,M,50,france,0,https://example.com/p_175,Blue blouse with charming details.
5,30,female,sess_015,2022-09-09 11:30:00,p_176,view,clothing,dresses,FashionFusion,black,L,60,france,0,https://example.com/p_176,Black dress with stylish fusion design.
1,20,female,sess_011,2022-09-10 14:20:00,p_177,view,clothing,jeans,DenimDelight,blue,S,70,new york,0,https://example.com/p_177,Classic blue jeans for versatile styling.
1,20,female,sess_011,2022-09-10 14:45:00,p_178,view,clothing,t-shirts,EssentialComfort,white,L,30,new york,0,https://example.com/p_178,White t-shirt for everyday comfort.
2,24,female,sess_012,2022-09-11 17:00:00,p_179,view,accessories,belts,LeatherCraft,brown,M,40,america,0,https://example.com/p_179,Brown leather belt for a stylish look.
2,24,female,sess_012,2022-09-11 17:20:00,p_180,view,accessories,scarves,FashionFrost,gray,One Size,35,america,0,https://example.com/p_180,Gray scarf to accessorize your outfit.
3,20,male,sess_013,2022-09-12 10:15:00,p_181,view,footwear,sneakers,SportKick,white,9,85,india,0,https://example.com/p_181,White sneakers for sporty style.
3,20,male,sess_013,2022-09-12 10:30:00,p_182,view,footwear,sandals,BeachLife,black,10,45,india,0,https://example.com/p_182,Black sandals for beach adventures.
4,14,female,sess_014,2022-09-13 14:00:00,p_183,view,footwear,heels,Elegance,blue,8,90,germany,0,https://example.com/p_183,Blue high heels for a touch of elegance.
4,14,female,sess_014,2022-09-13 14:20:00,p_184,view,footwear,flats,EverydayComfort,black,7,50,germany,0,https://example.com/p_184,Black flats for all-day comfort.
5,30,female,sess_015,2022-09-14 09:45:00,p_185,view,clothing,jackets,StreetStyle,black,S,80,france,0,https://example.com/p_185,Black street-style jacket for a cool look.
5,30,female,sess_015,2022-09-14 10:00:00,p_186,view,clothing,skirts,StyleFusion,pink,M,40,france,0,https://example.com/p_186,Pink skirt with stylish fusion design.
1,20,female,sess_011,2023-09-15 12:30:00,p_187,view,clothing,dresses,ElegantTrends,red,S,75,new york,0,https://example.com/p_187,Elegant red dress for a special occasion.
1,20,female,sess_011,2023-09-15 11:30:00,p_187,view,footwear,sneakers,SportFlex,gray,6,70,new york,0,https://example.com/p_187,Gray sneakers with flexible design.
